Confirmed,Country,Date,Deaths,Recovered
15.0,United States,02-15-2020,0.0,3.0
8.0,United Arab Emirates,02-15-2020,0.0,3.0
16.0,Vietnam,02-15-2020,0.0,7.0
15.0,Australia,02-16-2020,0.0,8.0
1.0,Belgium,02-16-2020,0.0,0.0
1.0,Cambodia,02-16-2020,0.0,1.0
7.0,Canada,02-16-2020,0.0,1.0
1.0,Egypt,02-16-2020,0.0,0.0
1.0,Finland,02-16-2020,0.0,1.0
12.0,France,02-16-2020,1.0,4.0
16.0,Germany,02-16-2020,0.0,1.0
57.0,Hong Kong,02-16-2020,1.0,2.0
3.0,India,02-16-2020,0.0,3.0
3.0,Italy,02-16-2020,0.0,0.0
59.0,Japan,02-16-2020,1.0,12.0
10.0,Macau,02-16-2020,0.0,5.0
70446.0,China,02-16-2020,1765.0,10748.0
22.0,Malaysia,02-16-2020,0.0,7.0
1.0,Nepal,02-16-2020,0.0,1.0
3.0,Philippines,02-16-2020,1.0,1.0
2.0,Russia,02-16-2020,0.0,2.0
75.0,Singapore,02-16-2020,0.0,18.0
29.0,South Korea,02-16-2020,0.0,9.0
2.0,Spain,02-16-2020,0.0,2.0
1.0,Sri Lanka,02-16-2020,0.0,1.0
1.0,Sweden,02-16-2020,0.0,0.0
20.0,Taiwan,02-16-2020,1.0,2.0
34.0,Thailand,02-16-2020,0.0,14.0
9.0,United Kingdom,02-16-2020,0.0,8.0
15.0,United States,02-16-2020,0.0,3.0
9.0,United Arab Emirates,02-16-2020,0.0,4.0
16.0,Vietnam,02-16-2020,0.0,7.0
15.0,Australia,02-17-2020,0.0,10.0
1.0,Belgium,02-17-2020,0.0,1.0
1.0,Cambodia,02-17-2020,0.0,1.0
8.0,Canada,02-17-2020,0.0,1.0
1.0,Egypt,02-17-2020,0.0,0.0
1.0,Finland,02-17-2020,0.0,1.0
12.0,France,02-17-2020,1.0,4.0
16.0,Germany,02-17-2020,0.0,1.0
60.0,Hong Kong,02-17-2020,1.0,2.0
3.0,India,02-17-2020,0.0,3.0
3.0,Italy,02-17-2020,0.0,0.0
66.0,Japan,02-17-2020,1.0,12.0
10.0,Macau,02-17-2020,0.0,5.0
72364.0,China,02-17-2020,1863.0,12455.0
22.0,Malaysia,02-17-2020,0.0,7.0
1.0,Nepal,02-17-2020,0.0,1.0
3.0,Philippines,02-17-2020,1.0,1.0
2.0,Russia,02-17-2020,0.0,2.0
77.0,Singapore,02-17-2020,0.0,24.0
30.0,South Korea,02-17-2020,0.0,10.0
2.0,Spain,02-17-2020,0.0,2.0
1.0,Sri Lanka,02-17-2020,0.0,1.0
1.0,Sweden,02-17-2020,0.0,0.0
22.0,Taiwan,02-17-2020,1.0,2.0
35.0,Thailand,02-17-2020,0.0,15.0
9.0,United Kingdom,02-17-2020,0.0,8.0
15.0,United States,02-17-2020,0.0,3.0
9.0,United Arab Emirates,02-17-2020,0.0,4.0
16.0,Vietnam,02-17-2020,0.0,7.0
15.0,Australia,02-18-2020,0.0,10.0
1.0,Belgium,02-18-2020,0.0,1.0
1.0,Cambodia,02-18-2020,0.0,1.0
8.0,Canada,02-18-2020,0.0,1.0
1.0,Egypt,02-18-2020,0.0,0.0
1.0,Finland,02-18-2020,0.0,1.0
12.0,France,02-18-2020,1.0,4.0
16.0,Germany,02-18-2020,0.0,12.0
62.0,Hong Kong,02-18-2020,1.0,2.0
3.0,India,02-18-2020,0.0,3.0
3.0,Italy,02-18-2020,0.0,0.0
74.0,Japan,02-18-2020,1.0,13.0
10.0,Macau,02-18-2020,0.0,5.0
74139.0,China,02-18-2020,2002.0,14199.0
22.0,Malaysia,02-18-2020,0.0,13.0
1.0,Nepal,02-18-2020,0.0,1.0
3.0,Philippines,02-18-2020,1.0,1.0
2.0,Russia,02-18-2020,0.0,2.0
81.0,Singapore,02-18-2020,0.0,29.0
31.0,South Korea,02-18-2020,0.0,12.0
2.0,Spain,02-18-2020,0.0,2.0
1.0,Sri Lanka,02-18-2020,0.0,1.0
1.0,Sweden,02-18-2020,0.0,0.0
22.0,Taiwan,02-18-2020,1.0,2.0
35.0,Thailand,02-18-2020,0.0,15.0
9.0,United Kingdom,02-18-2020,0.0,8.0
15.0,United States,02-18-2020,0.0,3.0
9.0,United Arab Emirates,02-18-2020,0.0,4.0
16.0,Vietnam,02-18-2020,0.0,7.0
15.0,Australia,02-19-2020,0.0,10.0
1.0,Belgium,02-19-2020,0.0,1.0
1.0,Cambodia,02-19-2020,0.0,1.0
8.0,Canada,02-19-2020,0.0,1.0
1.0,Egypt,02-19-2020,0.0,0.0
1.0,Finland,02-19-2020,0.0,1.0
12.0,France,02-19-2020,1.0,4.0
16.0,Germany,02-19-2020,0.0,12.0
63.0,Hong Kong,02-19-2020,2.0,5.0
3.0,India,02-19-2020,0.0,3.0
2.0,Iran,02-19-2020,2.0,0.0
3.0,Italy,02-19-2020,0.0,0.0
84.0,Japan,02-19-2020,1.0,18.0
10.0,Macau,02-19-2020,0.0,5.0
74546.0,China,02-19-2020,2114.0,15952.0
22.0,Malaysia,02-19-2020,0.0,15.0
1.0,Nepal,02-19-2020,0.0,1.0
3.0,Philippines,02-19-2020,1.0,1.0
2.0,Russia,02-19-2020,0.0,2.0
84.0,Singapore,02-19-2020,0.0,34.0
31.0,South Korea,02-19-2020,0.0,12.0
2.0,Spain,02-19-2020,0.0,2.0
1.0,Sri Lanka,02-19-2020,0.0,1.0
1.0,Sweden,02-19-2020,0.0,0.0
23.0,Taiwan,02-19-2020,1.0,2.0
35.0,Thailand,02-19-2020,0.0,15.0
9.0,United Kingdom,02-19-2020,0.0,8.0
15.0,United States,02-19-2020,0.0,3.0
9.0,United Arab Emirates,02-19-2020,0.0,4.0
16.0,Vietnam,02-19-2020,0.0,7.0
15.0,Australia,02-20-2020,0.0,10.0
1.0,Belgium,02-20-2020,0.0,1.0
1.0,Cambodia,02-20-2020,0.0,1.0
8.0,Canada,02-20-2020,0.0,1.0
1.0,Egypt,02-20-2020,0.0,0.0
1.0,Finland,02-20-2020,0.0,1.0
12.0,France,02-20-2020,1.0,4.0
16.0,Germany,02-20-2020,0.0,12.0
68.0,Hong Kong,02-20-2020,2.0,6.0
3.0,India,02-20-2020,0.0,3.0
5.0,Iran,02-20-2020,2.0,0.0
3.0,Italy,02-20-2020,0.0,0.0
94.0,Japan,02-20-2020,1.0,18.0
10.0,Macau,02-20-2020,0.0,6.0
74999.0,China,02-20-2020,2236.0,18002.0
22.0,Malaysia,02-20-2020,0.0,15.0
1.0,Nepal,02-20-2020,0.0,1.0
3.0,Philippines,02-20-2020,1.0,1.0
2.0,Russia,02-20-2020,0.0,2.0
84.0,Singapore,02-20-2020,0.0,34.0
104.0,South Korea,02-20-2020,1.0,16.0
2.0,Spain,02-20-2020,0.0,2.0
1.0,Sri Lanka,02-20-2020,0.0,1.0
1.0,Sweden,02-20-2020,0.0,0.0
24.0,Taiwan,02-20-2020,1.0,2.0
35.0,Thailand,02-20-2020,0.0,15.0
9.0,United Kingdom,02-20-2020,0.0,8.0
15.0,United States,02-20-2020,0.0,3.0
9.0,United Arab Emirates,02-20-2020,0.0,4.0
16.0,Vietnam,02-20-2020,0.0,7.0
19.0,Australia,02-21-2020,0.0,11.0
1.0,Belgium,02-21-2020,0.0,1.0
1.0,Cambodia,02-21-2020,0.0,1.0
9.0,Canada,02-21-2020,0.0,3.0
1.0,Egypt,02-21-2020,0.0,0.0
1.0,Finland,02-21-2020,0.0,1.0
12.0,France,02-21-2020,1.0,4.0
16.0,Germany,02-21-2020,0.0,14.0
68.0,Hong Kong,02-21-2020,2.0,5.0
3.0,India,02-21-2020,0.0,3.0
18.0,Iran,02-21-2020,4.0,0.0
1.0,Israel,02-21-2020,0.0,0.0
20.0,Italy,02-21-2020,1.0,0.0
105.0,Japan,02-21-2020,1.0,22.0
1.0,Lebanon,02-21-2020,0.0,0.0
10.0,Macau,02-21-2020,0.0,6.0
75472.0,China,02-21-2020,2236.0,18693.0
22.0,Malaysia,02-21-2020,0.0,15.0
1.0,Nepal,02-21-2020,0.0,1.0
3.0,Philippines,02-21-2020,1.0,1.0
2.0,Russia,02-21-2020,0.0,2.0
85.0,Singapore,02-21-2020,0.0,37.0
204.0,South Korea,02-21-2020,2.0,16.0
2.0,Spain,02-21-2020,0.0,2.0
1.0,Sri Lanka,02-21-2020,0.0,1.0
1.0,Sweden,02-21-2020,0.0,0.0
26.0,Taiwan,02-21-2020,1.0,2.0
35.0,Thailand,02-21-2020,0.0,17.0
9.0,United Kingdom,02-21-2020,0.0,8.0
35.0,United States,02-21-2020,0.0,5.0
9.0,United Arab Emirates,02-21-2020,0.0,4.0
16.0,Vietnam,02-21-2020,0.0,14.0
22.0,Australia,02-22-2020,0.0,11.0
1.0,Belgium,02-22-2020,0.0,1.0
1.0,Cambodia,02-22-2020,0.0,1.0
9.0,Canada,02-22-2020,0.0,3.0
1.0,Egypt,02-22-2020,0.0,0.0
1.0,Finland,02-22-2020,0.0,1.0
12.0,France,02-22-2020,1.0,4.0
16.0,Germany,02-22-2020,0.0,14.0
69.0,Hong Kong,02-22-2020,2.0,6.0
3.0,India,02-22-2020,0.0,3.0
28.0,Iran,02-22-2020,5.0,0.0
1.0,Israel,02-22-2020,0.0,0.0
62.0,Italy,02-22-2020,2.0,1.0
122.0,Japan,02-22-2020,1.0,22.0
1.0,Lebanon,02-22-2020,0.0,0.0
10.0,Macau,02-22-2020,0.0,6.0
76922.0,China,02-22-2020,2441.0,22687.0
22.0,Malaysia,02-22-2020,0.0,15.0
1.0,Nepal,02-22-2020,0.0,1.0
3.0,Philippines,02-22-2020,1.0,1.0
2.0,Russia,02-22-2020,0.0,2.0
85.0,Singapore,02-22-2020,0.0,37.0
433.0,South Korea,02-22-2020,2.0,16.0
2.0,Spain,02-22-2020,0.0,2.0
1.0,Sri Lanka,02-22-2020,0.0,1.0
1.0,Sweden,02-22-2020,0.0,0.0
26.0,Taiwan,02-22-2020,1.0,2.0
35.0,Thailand,02-22-2020,0.0,17.0
9.0,United Kingdom,02-22-2020,0.0,8.0
35.0,United States,02-22-2020,0.0,5.0
13.0,United Arab Emirates,02-22-2020,0.0,4.0
16.0,Vietnam,02-22-2020,0.0,14.0
22.0,Australia,02-23-2020,0.0,11.0
1.0,Belgium,02-23-2020,0.0,1.0
1.0,Cambodia,02-23-2020,0.0,1.0
9.0,Canada,02-23-2020,0.0,3.0
1.0,Egypt,02-23-2020,0.0,0.0
1.0,Finland,02-23-2020,0.0,1.0
12.0,France,02-23-2020,1.0,4.0
16.0,Germany,02-23-2020,0.0,14.0
74.0,Hong Kong,02-23-2020,2.0,11.0
3.0,India,02-23-2020,0.0,3.0
43.0,Iran,02-23-2020,8.0,0.0
0.0,Iraq,02-23-2020,0.0,0.0
1.0,Israel,02-23-2020,0.0,0.0
155.0,Italy,02-23-2020,3.0,2.0
147.0,Japan,02-23-2020,1.0,22.0
1.0,Lebanon,02-23-2020,0.0,0.0
10.0,Macau,02-23-2020,0.0,6.0
76938.0,China,02-23-2020,2443.0,23170.0
22.0,Malaysia,02-23-2020,0.0,15.0
1.0,Nepal,02-23-2020,0.0,1.0
3.0,Philippines,02-23-2020,1.0,1.0
2.0,Russia,02-23-2020,0.0,2.0
89.0,Singapore,02-23-2020,0.0,51.0
602.0,South Korea,02-23-2020,6.0,18.0
2.0,Spain,02-23-2020,0.0,2.0
1.0,Sri Lanka,02-23-2020,0.0,1.0
1.0,Sweden,02-23-2020,0.0,0.0
28.0,Taiwan,02-23-2020,1.0,2.0
35.0,Thailand,02-23-2020,0.0,21.0
9.0,United Kingdom,02-23-2020,0.0,8.0
35.0,United States,02-23-2020,0.0,5.0
13.0,United Arab Emirates,02-23-2020,0.0,4.0
16.0,Vietnam,02-23-2020,0.0,14.0
1.0,Afghanistan,02-24-2020,0.0,0.0
22.0,Australia,02-24-2020,0.0,11.0
1.0,Bahrain,02-24-2020,0.0,0.0
1.0,Belgium,02-24-2020,0.0,1.0
1.0,Cambodia,02-24-2020,0.0,1.0
10.0,Canada,02-24-2020,0.0,3.0
1.0,Egypt,02-24-2020,0.0,0.0
1.0,Finland,02-24-2020,0.0,1.0
12.0,France,02-24-2020,1.0,4.0
16.0,Germany,02-24-2020,0.0,14.0
79.0,Hong Kong,02-24-2020,2.0,19.0
3.0,India,02-24-2020,0.0,3.0
61.0,Iran,02-24-2020,12.0,0.0
1.0,Iraq,02-24-2020,0.0,0.0
1.0,Israel,02-24-2020,0.0,0.0
229.0,Italy,02-24-2020,7.0,1.0
159.0,Japan,02-24-2020,1.0,22.0
1.0,Kuwait,02-24-2020,0.0,0.0
1.0,Lebanon,02-24-2020,0.0,0.0
10.0,Macau,02-24-2020,0.0,6.0
77152.0,China,02-24-2020,2593.0,24990.0
22.0,Malaysia,02-24-2020,0.0,18.0
1.0,Nepal,02-24-2020,0.0,1.0
2.0,Oman,02-24-2020,0.0,0.0
3.0,Philippines,02-24-2020,1.0,1.0
2.0,Russia,02-24-2020,0.0,2.0
89.0,Singapore,02-24-2020,0.0,51.0
833.0,South Korea,02-24-2020,8.0,18.0
2.0,Spain,02-24-2020,0.0,2.0
1.0,Sri Lanka,02-24-2020,0.0,1.0
1.0,Sweden,02-24-2020,0.0,0.0
30.0,Taiwan,02-24-2020,1.0,5.0
35.0,Thailand,02-24-2020,0.0,21.0
13.0,United Kingdom,02-24-2020,0.0,8.0
53.0,United States,02-24-2020,0.0,5.0
13.0,United Arab Emirates,02-24-2020,0.0,4.0
16.0,Vietnam,02-24-2020,0.0,14.0
1.0,Afghanistan,02-25-2020,0.0,0.0
1.0,Algeria,02-25-2020,0.0,0.0
22.0,Australia,02-25-2020,0.0,11.0
2.0,Austria,02-25-2020,0.0,0.0
23.0,Bahrain,02-25-2020,0.0,0.0
1.0,Belgium,02-25-2020,0.0,1.0
1.0,Cambodia,02-25-2020,0.0,1.0
11.0,Canada,02-25-2020,0.0,3.0
1.0,Croatia,02-25-2020,0.0,0.0
1.0,Egypt,02-25-2020,0.0,0.0
1.0,Finland,02-25-2020,0.0,1.0
14.0,France,02-25-2020,1.0,11.0
17.0,Germany,02-25-2020,0.0,14.0
84.0,Hong Kong,02-25-2020,2.0,19.0
3.0,India,02-25-2020,0.0,3.0
95.0,Iran,02-25-2020,16.0,0.0
1.0,Iraq,02-25-2020,0.0,0.0
1.0,Israel,02-25-2020,0.0,0.0
322.0,Italy,02-25-2020,10.0,1.0
170.0,Japan,02-25-2020,1.0,22.0
11.0,Kuwait,02-25-2020,0.0,0.0
1.0,Lebanon,02-25-2020,0.0,0.0
10.0,Macau,02-25-2020,0.0,7.0
77660.0,China,02-25-2020,2663.0,27650.0
22.0,Malaysia,02-25-2020,0.0,18.0
1.0,Nepal,02-25-2020,0.0,1.0
2.0,Oman,02-25-2020,0.0,0.0
3.0,Philippines,02-25-2020,1.0,1.0
2.0,Russia,02-25-2020,0.0,2.0
91.0,Singapore,02-25-2020,0.0,53.0
977.0,South Korea,02-25-2020,10.0,22.0
6.0,Spain,02-25-2020,0.0,2.0
1.0,Sri Lanka,02-25-2020,0.0,1.0
1.0,Sweden,02-25-2020,0.0,0.0
1.0,Switzerland,02-25-2020,0.0,0.0
31.0,Taiwan,02-25-2020,1.0,5.0
37.0,Thailand,02-25-2020,0.0,22.0
13.0,United Kingdom,02-25-2020,0.0,8.0
53.0,United States,02-25-2020,0.0,6.0
13.0,United Arab Emirates,02-25-2020,0.0,4.0
16.0,Vietnam,02-25-2020,0.0,16.0
1.0,Afghanistan,02-26-2020,0.0,0.0
1.0,Algeria,02-26-2020,0.0,0.0
22.0,Australia,02-26-2020,0.0,11.0
2.0,Austria,02-26-2020,0.0,0.0
33.0,Bahrain,02-26-2020,0.0,0.0
1.0,Belgium,02-26-2020,0.0,1.0
1.0,Brazil,02-26-2020,0.0,0.0
1.0,Cambodia,02-26-2020,0.0,1.0
11.0,Canada,02-26-2020,0.0,3.0
3.0,Croatia,02-26-2020,0.0,0.0
1.0,Egypt,02-26-2020,0.0,0.0
2.0,Finland,02-26-2020,0.0,1.0
18.0,France,02-26-2020,2.0,11.0
1.0,Georgia,02-26-2020,0.0,0.0
27.0,Germany,02-26-2020,0.0,15.0
1.0,Greece,02-26-2020,0.0,0.0
91.0,Hong Kong,02-26-2020,2.0,24.0
3.0,India,02-26-2020,0.0,3.0
139.0,Iran,02-26-2020,19.0,49.0
5.0,Iraq,02-26-2020,0.0,0.0
2.0,Israel,02-26-2020,0.0,0.0
453.0,Italy,02-26-2020,12.0,3.0
189.0,Japan,02-26-2020,2.0,22.0
26.0,Kuwait,02-26-2020,0.0,0.0
2.0,Lebanon,02-26-2020,0.0,0.0
10.0,Macau,02-26-2020,0.0,7.0
78065.0,China,02-26-2020,2715.0,30053.0
22.0,Malaysia,02-26-2020,0.0,18.0
1.0,Nepal,02-26-2020,0.0,1.0
1.0,North Macedonia,02-26-2020,0.0,0.0
1.0,Norway,02-26-2020,0.0,0.0
4.0,Oman,02-26-2020,0.0,0.0
2.0,Pakistan,02-26-2020,0.0,0.0
3.0,Philippines,02-26-2020,1.0,1.0
1.0,Romania,02-26-2020,0.0,0.0
2.0,Russia,02-26-2020,0.0,2.0
93.0,Singapore,02-26-2020,0.0,62.0
1261.0,South Korea,02-26-2020,12.0,22.0
13.0,Spain,02-26-2020,0.0,2.0
1.0,Sri Lanka,02-26-2020,0.0,1.0
2.0,Sweden,02-26-2020,0.0,0.0
1.0,Switzerland,02-26-2020,0.0,0.0
32.0,Taiwan,02-26-2020,1.0,5.0
40.0,Thailand,02-26-2020,0.0,22.0
13.0,United Kingdom,02-26-2020,0.0,8.0
59.0,United States,02-26-2020,0.0,6.0
13.0,United Arab Emirates,02-26-2020,0.0,4.0
16.0,Vietnam,02-26-2020,0.0,16.0
1.0,Afghanistan,02-27-2020,0.0,0.0
1.0,Algeria,02-27-2020,0.0,0.0
23.0,Australia,02-27-2020,0.0,11.0
3.0,Austria,02-27-2020,0.0,0.0
33.0,Bahrain,02-27-2020,0.0,0.0
1.0,Belgium,02-27-2020,0.0,1.0
1.0,Brazil,02-27-2020,0.0,0.0
1.0,Cambodia,02-27-2020,0.0,1.0
13.0,Canada,02-27-2020,0.0,6.0
3.0,Croatia,02-27-2020,0.0,0.0
1.0,Denmark,02-27-2020,0.0,0.0
1.0,Egypt,02-27-2020,0.0,0.0
1.0,Estonia,02-27-2020,0.0,0.0
2.0,Finland,02-27-2020,0.0,1.0
38.0,France,02-27-2020,2.0,11.0
1.0,Georgia,02-27-2020,0.0,0.0
46.0,Germany,02-27-2020,0.0,16.0
3.0,Greece,02-27-2020,0.0,0.0
92.0,Hong Kong,02-27-2020,2.0,24.0
3.0,India,02-27-2020,0.0,3.0
245.0,Iran,02-27-2020,26.0,49.0
7.0,Iraq,02-27-2020,0.0,0.0
3.0,Israel,02-27-2020,0.0,1.0
655.0,Italy,02-27-2020,17.0,45.0
214.0,Japan,02-27-2020,4.0,22.0
43.0,Kuwait,02-27-2020,0.0,0.0
2.0,Lebanon,02-27-2020,0.0,0.0
10.0,Macau,02-27-2020,0.0,8.0
78498.0,China,02-27-2020,2744.0,32898.0
23.0,Malaysia,02-27-2020,0.0,18.0
1.0,Nepal,02-27-2020,0.0,1.0
1.0,Netherlands,02-27-2020,0.0,0.0
1.0,North Macedonia,02-27-2020,0.0,0.0
1.0,Norway,02-27-2020,0.0,0.0
4.0,Oman,02-27-2020,0.0,0.0
2.0,Pakistan,02-27-2020,0.0,0.0
3.0,Philippines,02-27-2020,1.0,1.0
1.0,Romania,02-27-2020,0.0,0.0
2.0,Russia,02-27-2020,0.0,2.0
1.0,San Marino,02-27-2020,0.0,0.0
93.0,Singapore,02-27-2020,0.0,62.0
1766.0,South Korea,02-27-2020,13.0,22.0
15.0,Spain,02-27-2020,0.0,2.0
1.0,Sri Lanka,02-27-2020,0.0,1.0
7.0,Sweden,02-27-2020,0.0,0.0
8.0,Switzerland,02-27-2020,0.0,0.0
32.0,Taiwan,02-27-2020,1.0,5.0
40.0,Thailand,02-27-2020,0.0,22.0
15.0,United Kingdom,02-27-2020,0.0,8.0
60.0,United States,02-27-2020,0.0,6.0
13.0,United Arab Emirates,02-27-2020,0.0,4.0
16.0,Vietnam,02-27-2020,0.0,16.0
1.0, Azerbaijan,02-28-2020,0.0,0.0
1.0,Afghanistan,02-28-2020,0.0,0.0
1.0,Algeria,02-28-2020,0.0,0.0
23.0,Australia,02-28-2020,0.0,11.0
3.0,Austria,02-28-2020,0.0,0.0
36.0,Bahrain,02-28-2020,0.0,0.0
1.0,Belarus,02-28-2020,0.0,0.0
1.0,Belgium,02-28-2020,0.0,1.0
1.0,Brazil,02-28-2020,0.0,0.0
1.0,Cambodia,02-28-2020,0.0,1.0
14.0,Canada,02-28-2020,0.0,6.0
5.0,Croatia,02-28-2020,0.0,0.0
1.0,Denmark,02-28-2020,0.0,0.0
1.0,Egypt,02-28-2020,0.0,1.0
1.0,Estonia,02-28-2020,0.0,0.0
2.0,Finland,02-28-2020,0.0,1.0
57.0,France,02-28-2020,2.0,11.0
1.0,Georgia,02-28-2020,0.0,0.0
48.0,Germany,02-28-2020,0.0,16.0
4.0,Greece,02-28-2020,0.0,0.0
94.0,Hong Kong,02-28-2020,2.0,30.0
1.0,Iceland,02-28-2020,0.0,0.0
3.0,India,02-28-2020,0.0,3.0
388.0,Iran,02-28-2020,34.0,73.0
7.0,Iraq,02-28-2020,0.0,0.0
4.0,Israel,02-28-2020,0.0,1.0
888.0,Italy,02-28-2020,21.0,46.0
228.0,Japan,02-28-2020,4.0,22.0
45.0,Kuwait,02-28-2020,0.0,0.0
2.0,Lebanon,02-28-2020,0.0,0.0
1.0,Lithuania,02-28-2020,0.0,0.0
10.0,Macau,02-28-2020,0.0,8.0
78824.0,China,02-28-2020,2788.0,36291.0
23.0,Malaysia,02-28-2020,0.0,18.0
1.0,Mexico,02-28-2020,0.0,0.0
1.0,Nepal,02-28-2020,0.0,1.0
1.0,Netherlands,02-28-2020,0.0,0.0
1.0,New Zealand,02-28-2020,0.0,0.0
1.0,Nigeria,02-28-2020,0.0,0.0
1.0,North Ireland,02-28-2020,0.0,0.0
1.0,North Macedonia,02-28-2020,0.0,0.0
6.0,Norway,02-28-2020,0.0,0.0
4.0,Oman,02-28-2020,0.0,0.0
2.0,Pakistan,02-28-2020,0.0,0.0
3.0,Philippines,02-28-2020,1.0,1.0
3.0,Romania,02-28-2020,0.0,0.0
2.0,Russia,02-28-2020,0.0,2.0
1.0,San Marino,02-28-2020,0.0,0.0
93.0,Singapore,02-28-2020,0.0,62.0
2337.0,South Korea,02-28-2020,13.0,22.0
32.0,Spain,02-28-2020,0.0,2.0
1.0,Sri Lanka,02-28-2020,0.0,1.0
7.0,Sweden,02-28-2020,0.0,0.0
8.0,Switzerland,02-28-2020,0.0,0.0
34.0,Taiwan,02-28-2020,1.0,6.0
41.0,Thailand,02-28-2020,0.0,28.0
20.0,United Kingdom,02-28-2020,0.0,8.0
62.0,United States,02-28-2020,0.0,7.0
19.0,United Arab Emirates,02-28-2020,0.0,5.0
16.0,Vietnam,02-28-2020,0.0,16.0
1.0,Afghanistan,02-29-2020,0.0,0.0
1.0,Algeria,02-29-2020,0.0,0.0
25.0,Australia,02-29-2020,0.0,11.0
9.0,Austria,02-29-2020,0.0,0.0
41.0,Bahrain,02-29-2020,0.0,0.0
1.0,Belarus,02-29-2020,0.0,0.0
1.0,Belgium,02-29-2020,0.0,1.0
2.0,Brazil,02-29-2020,0.0,0.0
1.0,Cambodia,02-29-2020,0.0,1.0
20.0,Canada,02-29-2020,0.0,6.0
6.0,Croatia,02-29-2020,0.0,0.0
3.0,Denmark,02-29-2020,0.0,0.0
1.0,Egypt,02-29-2020,0.0,1.0
1.0,Estonia,02-29-2020,0.0,0.0
3.0,Finland,02-29-2020,0.0,1.0
100.0,France,02-29-2020,2.0,12.0
1.0,Georgia,02-29-2020,0.0,0.0
79.0,Germany,02-29-2020,0.0,16.0
4.0,Greece,02-29-2020,0.0,0.0
95.0,Hong Kong,02-29-2020,2.0,33.0
1.0,Iceland,02-29-2020,0.0,0.0
3.0,India,02-29-2020,0.0,3.0
593.0,Iran,02-29-2020,43.0,123.0
13.0,Iraq,02-29-2020,0.0,0.0
1.0,Ireland,02-29-2020,0.0,0.0
7.0,Israel,02-29-2020,0.0,1.0
1128.0,Italy,02-29-2020,29.0,46.0
241.0,Japan,02-29-2020,5.0,32.0
45.0,Kuwait,02-29-2020,0.0,0.0
4.0,Lebanon,02-29-2020,0.0,0.0
1.0,Lithuania,02-29-2020,0.0,0.0
1.0,Luxembourg,02-29-2020,0.0,0.0
10.0,Macau,02-29-2020,0.0,8.0
79251.0,China,02-29-2020,2835.0,39279.0
25.0,Malaysia,02-29-2020,0.0,18.0
4.0,Mexico,02-29-2020,0.0,0.0
1.0,Monaco,02-29-2020,0.0,0.0
1.0,Nepal,02-29-2020,0.0,1.0
6.0,Netherlands,02-29-2020,0.0,0.0
1.0,New Zealand,02-29-2020,0.0,0.0
1.0,Nigeria,02-29-2020,0.0,0.0
1.0,North Macedonia,02-29-2020,0.0,0.0
15.0,Norway,02-29-2020,0.0,0.0
6.0,Oman,02-29-2020,0.0,1.0
4.0,Pakistan,02-29-2020,0.0,0.0
3.0,Philippines,02-29-2020,1.0,1.0
1.0,Qatar,02-29-2020,0.0,0.0
3.0,Romania,02-29-2020,0.0,0.0
2.0,Russia,02-29-2020,0.0,2.0
1.0,San Marino,02-29-2020,0.0,0.0
102.0,Singapore,02-29-2020,0.0,72.0
3150.0,South Korea,02-29-2020,16.0,27.0
45.0,Spain,02-29-2020,0.0,2.0
1.0,Sri Lanka,02-29-2020,0.0,1.0
12.0,Sweden,02-29-2020,0.0,0.0
18.0,Switzerland,02-29-2020,0.0,0.0
39.0,Taiwan,02-29-2020,1.0,9.0
42.0,Thailand,02-29-2020,0.0,28.0
23.0,United Kingdom,02-29-2020,0.0,8.0
70.0,United States,02-29-2020,1.0,7.0
21.0,United Arab Emirates,02-29-2020,0.0,5.0
16.0,Vietnam,02-29-2020,0.0,16.0
1.0,Afghanistan,03-01-2020,0.0,0.0
1.0,Algeria,03-01-2020,0.0,0.0
1.0,Armenia,03-01-2020,0.0,0.0
27.0,Australia,03-01-2020,1.0,11.0
14.0,Austria,03-01-2020,0.0,0.0
3.0,Azerbaijan,03-01-2020,0.0,0.0
47.0,Bahrain,03-01-2020,0.0,0.0
1.0,Belarus,03-01-2020,0.0,0.0
2.0,Belgium,03-01-2020,0.0,1.0
2.0,Brazil,03-01-2020,0.0,0.0
1.0,Cambodia,03-01-2020,0.0,1.0
24.0,Canada,03-01-2020,0.0,6.0
7.0,Croatia,03-01-2020,0.0,0.0
3.0,Czech Republic,03-01-2020,0.0,0.0
4.0,Denmark,03-01-2020,0.0,0.0
1.0,Dominican Republic,03-01-2020,0.0,0.0
6.0,Ecuador,03-01-2020,0.0,0.0
2.0,Egypt,03-01-2020,0.0,1.0
1.0,Estonia,03-01-2020,0.0,0.0
6.0,Finland,03-01-2020,0.0,1.0
130.0,France,03-01-2020,2.0,12.0
3.0,Georgia,03-01-2020,0.0,0.0
130.0,Germany,03-01-2020,0.0,16.0
7.0,Greece,03-01-2020,0.0,0.0
96.0,Hong Kong,03-01-2020,2.0,36.0
3.0,Iceland,03-01-2020,0.0,0.0
3.0,India,03-01-2020,0.0,3.0
978.0,Iran,03-01-2020,54.0,175.0
19.0,Iraq,03-01-2020,0.0,0.0
1.0,Ireland,03-01-2020,0.0,0.0
10.0,Israel,03-01-2020,0.0,1.0
1694.0,Italy,03-01-2020,34.0,83.0
256.0,Japan,03-01-2020,6.0,32.0
45.0,Kuwait,03-01-2020,0.0,0.0
10.0,Lebanon,03-01-2020,0.0,0.0
